BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_RECENT_CR_LINES,NO_OF_CR_LINES,DEBT_TO_INCOME,LOAN_REASON_HomeImp,LOAN_REASON_Other,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
1.0,1700.0,30548.0,40320.0,9.0,0.0,0.0,101.4660019,1.0,8.0,37.11361356,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2300.0,28192.0,40150.0,4.5,0.0,0.0,54.6,1.0,16.0,30.576709751111114,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2300.0,37626.0,46200.0,3.0,0.0,1.0,122.26666670000002,1.0,14.0,30.234060854444447,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2400.0,98449.0,117195.0,4.0,0.0,0.0,93.81177486,0.0,13.0,29.68182705,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2500.0,25116.0,36350.0,10.0,1.0,2.0,276.9666667,0.0,9.0,29.511534276666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2900.0,7750.0,67996.0,16.0,3.0,0.0,122.2046628,2.0,8.0,36.211348,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2900.0,61962.0,70915.0,2.0,0.0,0.0,282.8016592,3.0,37.0,49.20639579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3000.0,72488.5,14500.0,3.0,0.0,0.0,9.3,14.0,2.0,32.88338714444444,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3000.0,72488.5,14100.0,1.0,0.0,0.0,104.2,0.0,19.0,32.88338714444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3200.0,48603.0,61000.0,28.0,0.0,4.0,122.03333329999998,1.0,25.0,28.944870103333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,3500.0,23200.0,38666.0,11.0,0.0,0.0,162.3666667,0.0,14.0,30.999390672222223,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3600.0,61584.0,61800.0,10.0,0.3,0.4,181.8,1.2,21.3,34.298840795555556,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3600.0,83700.0,111800.0,6.0,0.0,0.0,192.7333333,1.0,28.0,31.46109977,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4000.0,54543.0,61777.0,21.0,0.0,0.0,205.58668,0.0,19.0,21.80656346,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4000.0,17000.0,52012.0,22.0,3.0,1.0,85.33333333,1.0,9.0,29.639449547777776,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4000.0,5700.0,18000.0,9.2,0.0,0.0,12.2,0.0,17.0,30.00808557111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,64240.0,63990.0,5.0,2.0,0.0,160.3,1.0,23.0,36.164809534444444,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,4000.0,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,29.278783581111107,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,67533.0,71865.0,10.0,0.3,2.0,227.7929884,0.0,25.0,39.1663287,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4200.0,56544.0,59218.0,19.0,0.0,0.0,211.0025991,1.0,20.0,19.02770443,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,4500.0,66127.0,79087.0,4.0,1.0,0.0,81.34906509999998,0.0,15.0,40.70530876,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,39000.0,66000.0,1.0,0.0,0.0,170.3666667,1.0,19.0,33.62296571111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4500.0,72488.5,49044.0,0.0,0.0,0.0,181.8,0.0,0.0,11.6527388,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,57000.0,100059.9,5.0,0.3,0.4,222.6,1.0,13.0,31.759159498888884,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4700.0,71855.0,88566.0,2.0,2.0,0.0,283.9595381000001,0.0,5.0,36.47547328,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4700.0,53918.0,59511.0,6.0,0.3,0.0,54.13647743,1.2,15.0,34.41650781,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4900.0,25597.0,23031.0,5.0,0.0,0.0,101.7467664,0.0,8.0,33.24315698,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4900.0,57461.0,68494.0,8.0,0.0,4.0,183.6356132,0.0,30.0,22.79542355,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5000.0,90059.0,113714.0,7.0,0.0,0.0,193.6364469,0.0,28.0,25.89731648,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,40000.0,70500.0,0.4,0.0,0.0,61.76666667,2.0,8.0,34.688140786666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5000.0,73126.0,87500.0,1.0,0.0,0.0,125.96666670000002,2.0,10.0,31.992650791111107,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,31.98131418777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,68000.0,75616.0,0.1,0.0,0.0,131.86666670000002,0.0,30.0,34.04470867888889,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,81748.0,100059.9,14.0,1.0,2.0,144.06666669999996,2.0,17.0,33.88855205111112,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5000.0,72488.5,46281.0,2.0,0.0,0.0,257.6522064,0.0,26.0,40.95258888,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,72891.0,80691.0,1.0,1.0,0.0,273.88170519999994,0.0,6.0,39.85214652,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,73882.0,96031.0,0.0,0.0,0.0,125.7874001,1.0,10.0,34.44607922,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5200.0,91250.0,110000.0,24.0,0.0,0.0,123.76666670000002,1.0,12.0,34.29207018111111,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5300.0,72488.5,49396.0,0.0,0.0,0.0,181.8,0.0,0.0,12.04367058,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5300.0,75958.0,91703.0,0.0,0.0,0.0,124.1821788,1.0,10.0,34.59906019,0.0,0.0,0.0,1.0,0.0,0.0,0.0
